player1,player2,win_probability_p1,actual_outcome
Vitek M.,Marasek D.,0.5463,0
Dobrzhinsky O.,Shkepu S.,0.5525,0
Klucar T.,Porhajas P.,0.5,0
Gil O.,Tkachenko K.,0.4541,0
Kovalchuk O.,Bondarenko S.,0.5221,1
Fedoryshyn I.,Tupyk M.,0.5546,0
Gatsenko I.,Andrievskiy V.,0.5,0
Melchenko A.,Strutynskyi O.,0.5,1
Abraham P.,Lukes T.,0.542,1
Culak J.,Janco D.,0.5,0
Sivovol S.,Ungurean M.,0.5,1
Hel V.,Kravnytskyi M.,0.5,0
Lykhytskyi O.,Chelpanov S.,0.4081,0
Khomutovskyi Y.,Pakhomovskyi V.,0.5,1
Sedin V.,Prilepa D.,0.567,1
Nazarov A.,Kovpak E.,0.5,0
Vitek M.,Lukes T.,0.5837,1
Hruby J.,Porhajas P.,0.4541,1
Shkepu S.,Cucerovschii S.,0.3906,1
Bihun R.,Gil O.,0.4979,1
Kurischenko Y.,Bondarenko S.,0.6681,1
Baday M.,Fedoryshyn I.,0.6794,0
Poturidis G.,Chumak M.,0.4541,0
Lavrynenko P.,Vietrov V.,0.5459,1
Abraham P.,Marasek D.,0.4959,0
Janco D.,Bosak D.,0.5,0
Virlan A.,Dobrzhinsky O.,0.6077,1
Chelpanov S.,Shyndel I.,0.5185,1
Kravnytskyi M.,Bahrii O.,0.5459,0
Gatsenko I.,Khomutovskyi Y.,0.5,1
Prilepa D.,Tupyk M.,0.4922,1
Melchenko A.,Nazarov A.,0.5,0
Vitek M.,Abraham P.,0.5421,0
Klucar T.,Culak J.,0.5,0
Hel V.,Tkachenko K.,0.4562,0
Kovalchuk O.,Lykhytskyi O.,0.4872,1
Sivovol S.,Shkepu S.,0.5599,0
Baday M.,Sedin V.,0.5605,1
Chumak M.,Andrievskiy V.,0.4979,1
Vietrov V.,Strutynskyi O.,0.5021,1
Lukes T.,Marasek D.,0.3726,0
Dobrzhinsky O.,Ungurean M.,0.4419,0
Hruby J.,Janco D.,0.5021,1
Bihun R.,Kravnytskyi M.,0.4563,0
Kurischenko Y.,Chelpanov S.,0.4586,0
Poturidis G.,Pakhomovskyi V.,0.5021,0
Prilepa D.,Fedoryshyn I.,0.4806,1
Lavrynenko P.,Kovpak E.,0.4979,1
Culak J.,Porhajas P.,0.5021,0
Lukes T.,Vitek M.,0.387,0
Virlan A.,Cucerovschii S.,0.546,0
Hel V.,Gil O.,0.5459,0
Lykhytskyi O.,Bondarenko S.,0.5701,1
Gatsenko I.,Chumak M.,0.4561,0
Sedin V.,Baday M.,0.4001,0
Melchenko A.,Vietrov V.,0.498,0
Klucar T.,Bosak D.,0.4089,0
Marasek D.,Abraham P.,0.5418,0
Sivovol S.,Dobrzhinsky O.,0.5977,0
Bahrii O.,Tkachenko K.,0.4603,1
Kovalchuk O.,Shyndel I.,0.4215,0
Poturidis G.,Khomutovskyi Y.,0.4561,0
Ziakun V.,Lyman O.,0.4635,0
Lavrynenko P.,Nazarov A.,0.5439,1
Prokopenko D.,Kolesnykov V.,0.5,0
Hruby J.,Culak J.,0.548,0
Virlan A.,Shkepu S.,0.5501,0
Bihun R.,Hel V.,0.5022,0
Kurischenko Y.,Lykhytskyi O.,0.5929,0
Andrievskiy V.,Pakhomovskyi V.,0.5457,1
Romanenko V.,Boklah R.,0.5679,0
Lobas V.,Volynets O.,0.5,1
Strutynskyi O.,Kovpak E.,0.4091,0
Kolbasenko O.,Mrykh M.,0.4941,1
Klucar T.,Janco D.,0.4581,1
Kovalchuk O.,Chelpanov S.,0.3252,0
Kravnytskyi M.,Tkachenko K.,0.5018,1
Gatsenko I.,Poturidis G.,0.5891,1
Torhachov I.,Vasylets A.,0.4846,0
Martyniuk A.,Kolivay O.,0.5,1
Melchenko A.,Lavrynenko P.,0.3691,1
Ungurean M.,Cucerovschii S.,0.4543,1
Skripnik S.,Sklyarenko A.,0.3383,0
Porhajas P.,Bosak D.,0.4562,0
Sivovol S.,Virlan A.,0.4562,0
Bondarenko S.,Shyndel I.,0.2904,0
Gil O.,Bahrii O.,0.4091,1
Chumak M.,Pakhomovskyi V.,0.6289,0
Ziakun V.,Boklah R.,0.5379,1
Prokopenko D.,Volynets O.,0.5,0
Vietrov V.,Kovpak E.,0.4602,1
Merzlikin V.,Mishchenko V.,0.5248,1
Dobrzhinsky O.,Cucerovschii S.,0.4088,1
Hruby J.,Klucar T.,0.5397,1
Syniavskyi I.,Mykhailovsky K.,0.5,0
Hot S.,Sapuzhak O.,0.5,1
Kurischenko Y.,Kovalchuk O.,0.5856,1
Vasylets A.,Lyman O.,0.4628,1
Khomutovskyi Y.,Andrievskiy V.,0.4542,1
Kolivay O.,Kolesnykov V.,0.4541,1
Nazarov A.,Strutynskyi O.,0.5889,0
Kolbasenko O.,Sklyarenko A.,0.4227,1
Kodola V.,Potapov M.,0.5,1
Culak J.,Bosak D.,0.417,1
Lykhytskyi O.,Shyndel I.,0.4021,1
Moriak A.,Shyshkin M.,0.5,0
Shkepu S.,Ungurean M.,0.4915,1
Romanenko V.,Torhachov I.,0.4962,0
Lazuryk D.,Levyn S.,0.5,0
Lobas V.,Martyniuk A.,0.5,1
Mishchenko V.,Mrykh M.,0.4518,1
Janco D.,Porhajas P.,0.4523,0
Chelpanov S.,Bondarenko S.,0.7799,1
Kovalchuk O.,Mikhailovskiy Y.,0.4135,1
Romanenko I.,Danilov I.,0.4596,0
Shpak A.,Loboda M.,0.5,1
Kolesnik Y.,Hnoievoi R.,0.5,0
Prokopenko D.,Kolivay O.,0.452,1
Ziakun V.,Vasylets A.,0.4547,0
Skripnik S.,Merzlikin V.,0.4008,1
Lipkan D.,Dubrovin V.,0.3214,0
Syniavskyi I.,Potapov M.,0.5,0
Hot S.,Shyshkin M.,0.5,1
Mishchenko O.,Babenko P.,0.427,0
Torhachov I.,Boklah R.,0.5637,1
Martyniuk A.,Volynets O.,0.5,1
Rehotun D.,Gomilko O.,0.5,0
Kolbasenko O.,Mishchenko V.,0.5894,0
Loboda M.,Mykhailovsky K.,0.4541,0
Ni I.,Sofroni D.,0.5816,1
Hrymovskyi O.,Dukhovenko O.,0.462,0
Mikhailovskiy Y.,Sapuzhak O.,0.496,0
Romanenko V.,Lyman O.,0.402,0
Lazuryk D.,Hnoievoi R.,0.4541,0
Lobas V.,Kolesnykov V.,0.548,1
Merzlikin V.,Sklyarenko A.,0.4019,0
Cuba M.,Merkl R.,0.5146,1
Kodola V.,Shpak A.,0.5,0
Romanenko I.,Dubrovin V.,0.3699,0
Chepurnyi A.,Tkachov S.,0.4108,0
Moriak A.,Kovalchuk O.,0.5373,0
Ziakun V.,Torhachov I.,0.4755,1
Gomilko O.,Levyn S.,0.5,1
Prokopenko D.,Martyniuk A.,0.4563,0
Skripnik S.,Mrykh M.,0.4726,1
Provaznik L.,Coubal V.,0.5872,1
Sofroni D.,Danilov I.,0.3854,0
Syniavskyi I.,Loboda M.,0.4979,0
Hot S.,Mikhailovskiy Y.,0.5947,0
Mishchenko O.,Dukhovenko O.,0.3519,0
Romanenko V.,Vasylets A.,0.3535,0
Lobas V.,Kolivay O.,0.589,1
Kolbasenko O.,Merzlikin V.,0.5656,1
Kolesnik Y.,Rehotun D.,0.5,1
Cuba M.,Coubal V.,0.5703,0
Lipkan D.,Ni I.,0.336,0
Shpak A.,Potapov M.,0.5459,1
Kovalchuk O.,Shyshkin M.,0.4644,0
Tkachov S.,Babenko P.,0.5075,0
Boklah R.,Lyman O.,0.3522,0
Lazuryk D.,Gomilko O.,0.411,1
Volynets O.,Kolesnykov V.,0.4999,0
Skripnik S.,Mishchenko V.,0.4676,1
Provaznik L.,Merkl R.,0.6127,1
Kodola V.,Mykhailovsky K.,0.4562,0
Romanenko I.,Sofroni D.,0.5345,0
Hrymovskyi O.,Chepurnyi A.,0.579,1
Moriak A.,Sapuzhak O.,0.4526,0
Ziakun V.,Romanenko V.,0.6026,1
Prokopenko D.,Lobas V.,0.3751,1
Rehotun D.,Hnoievoi R.,0.411,0
Sklyarenko A.,Mrykh M.,0.6548,0
Cuba M.,Provaznik L.,0.4018,0
Ni I.,Dubrovin V.,0.4524,0
Syniavskyi I.,Shpak A.,0.3673,0
Hot S.,Kovalchuk O.,0.5751,0
Mishchenko O.,Tkachov S.,0.3887,0
Torhachov I.,Lyman O.,0.4124,1
Kolesnik Y.,Levyn S.,0.5,1
Martyniuk A.,Kolesnykov V.,0.5438,0
Kolbasenko O.,Skripnik S.,0.5637,1
Coubal V.,Merkl R.,0.5326,1
Kodola V.,Loboda M.,0.5,1
Lipkan D.,Danilov I.,0.3106,0
Chepurnyi A.,Dukhovenko O.,0.3135,0
Moriak A.,Mikhailovskiy Y.,0.454,0
Vasylets A.,Boklah R.,0.6895,1
Kolivay O.,Volynets O.,0.504,1
Lazuryk D.,Rehotun D.,0.548,1
Merzlikin V.,Mrykh M.,0.4735,1
Merkl R.,Cuba M.,0.4463,1
Potapov M.,Mykhailovsky K.,0.415,1
Romanenko I.,Ni I.,0.3791,0
Hrymovskyi O.,Babenko P.,0.4554,1
Shyshkin M.,Sapuzhak O.,0.5007,0
Kolesnik Y.,Gomilko O.,0.5041,0
Mishchenko V.,Sklyarenko A.,0.4005,0
Coubal V.,Provaznik L.,0.3873,1
Lipkan D.,Sofroni D.,0.4148,1
Hot S.,Moriak A.,0.581,0
Mishchenko O.,Chepurnyi A.,0.5073,0
Syniavskyi I.,Kodola V.,0.413,0
Hnoievoi R.,Levyn S.,0.5851,0
Stehlik M.,Stoces L.,0.5413,0
Shpak A.,Mykhailovsky K.,0.5457,0
Dubrovin V.,Danilov I.,0.5559,0
Hrymovskyi O.,Tkachov S.,0.5017,1
Kovalchuk O.,Sapuzhak O.,0.4263,0
Lazuryk D.,Kolesnik Y.,0.5042,0
Sabuka D.,Brozek M.,0.4998,0
Loboda M.,Potapov M.,0.4501,1
Romanenko I.,Lipkan D.,0.527,0
Dukhovenko O.,Babenko P.,0.5717,0
Mikhailovskiy Y.,Shyshkin M.,0.5001,1
Rehotun D.,Levyn S.,0.4113,0
Stehlik M.,Brozek M.,0.4933,1
Ni I.,Danilov I.,0.4587,0
Mishchenko O.,Hrymovskyi O.,0.3126,0
Gomilko O.,Hnoievoi R.,0.5062,0
Sabuka D.,Stoces L.,0.4522,0
Sofroni D.,Dubrovin V.,0.3105,0
Chepurnyi A.,Babenko P.,0.3493,0
Torba R.,Rak S.,0.4557,0
Stehlik M.,Sabuka D.,0.5829,1
Tkachov S.,Dukhovenko O.,0.4353,0
Vlasenko V.,Boiko V.,0.5665,1
Brozek M.,Stoces L.,0.4543,1
Nikolenko S.,Rak S.,0.4748,0
Bielokon Y.,Homylko A.,0.411,1
Sabuka D.,Stehlik M.,0.3803,0
Pitsyk S.,Polysynskyi M.,0.4853,0
Torba R.,Vlasenko V.,0.4119,1
Yushko R.,Husiev V.,0.5062,0
Stoces L.,Brozek M.,0.4956,1
Volkov P.,Balakiriev M.,0.4214,1
Nikolenko S.,Boiko V.,0.5569,0
Skoryk O.,Melashenko O.,0.5627,1
Bambutsa R.,Sokolov S.,0.4065,0
Vlasenko V.,Rak S.,0.4538,0
Bielokon Y.,Husiev V.,0.5001,1
Pitsyk S.,Balakiriev M.,0.3882,1
Torba R.,Boiko V.,0.5192,0
Melashenko O.,Homylko A.,0.3813,1
Sokolov S.,Polysynskyi M.,0.549,1
Nikolenko S.,Vlasenko V.,0.4727,1
Yushko R.,Skoryk O.,0.4418,0
Volkov P.,Bambutsa R.,0.6095,1
Boiko V.,Rak S.,0.4038,1
Bielokon Y.,Melashenko O.,0.5792,0
Pitsyk S.,Sokolov S.,0.4002,0
Nikolenko S.,Torba R.,0.5348,0
Skoryk O.,Husiev V.,0.5611,1
Bambutsa R.,Balakiriev M.,0.3756,1
Yushko R.,Homylko A.,0.4324,0
Rak S.,Boiko V.,0.5424,0
Volkov P.,Polysynskyi M.,0.5667,0
Bielokon Y.,Skoryk O.,0.4381,0
Torba R.,Nikolenko S.,0.5144,1
Pitsyk S.,Bambutsa R.,0.5225,1
Yushko R.,Melashenko O.,0.4496,0
Volkov P.,Sokolov S.,0.4323,0
Husiev V.,Homylko A.,0.4301,1
Balakiriev M.,Polysynskyi M.,0.4921,0
Bielokon Y.,Yushko R.,0.577,0
Pitsyk S.,Volkov P.,0.472,1
Skoryk O.,Homylko A.,0.5772,0
Bambutsa R.,Polysynskyi M.,0.3802,1
Skrypnyk O.,Zhurba A.,0.5,0
Melashenko O.,Husiev V.,0.5076,0
Kodola V.,Syniavskyi I.,0.6234,0
Hot S.,Kovalchuk O.,0.5156,0
Sokolov S.,Balakiriev M.,0.6304,0
Datsenko A.,Tur A.,0.5,0
Shpak A.,Mykhailovsky K.,0.4956,0
Moriak A.,Shyshkin M.,0.462,1
Kovpak E.,Strutynskyi O.,0.577,0
Skrypnyk O.,Tur A.,0.4541,0
Mukhin V.,Stukalov V.,0.4393,0
Loboda M.,Potapov M.,0.5006,1
Timpu S.,Mokryak I.,0.5,0
Moshovkyi V.,Mikhailovskiy Y.,0.4785,0
Datsenko A.,Zhurba A.,0.4541,0
Sokur M.,Nadporozhskyi O.,0.5606,0
Lobanov A.,Solomko S.,0.6015,0
Cicmis D.,Martinka S.,0.5,0
Kodola V.,Mykhailovsky K.,0.4075,0
Hot S.,Shyshkin M.,0.4912,0
Levyn S.,Lazuryk D.,0.542,1
Skorobahatyi Y.,Volynets O.,0.5685,1
Skrypnyk O.,Datsenko A.,0.5,0
Yakimenko S.,Ponomarenko O.,0.4333,0
Adam L.,Sochor A.,0.5,0
Baghici I.,Evstratii V.,0.5,1
Potapov M.,Syniavskyi I.,0.5339,1
Remen M.,Valuch Jr. R.,0.5,0
Kolesnik Y.,Rehotun D.,0.625,0
Mikhailovskiy Y.,Kovalchuk O.,0.5695,1
Kovpak E.,Nadporozhskyi O.,0.5254,0
Tur A.,Zhurba A.,0.5,0
Mukhin V.,Solomko S.,0.5548,0
Zeman L.,Chalupa J.,0.5399,0
Gogora M.,Martinka S.,0.477,0
Shpak A.,Loboda M.,0.5316,1
Timpu S.,Vedernicov A.,0.477,0
Hnoievoi R.,Isakov V.,0.559,1
Moriak A.,Moshovkyi V.,0.4841,1
Datsenko A.,Skrypnyk O.,0.5459,0
Volynets O.,Strutynskyi O.,0.4456,0
Ponomarenko O.,Stukalov V.,0.5059,0
Adam L.,Chalupa J.,0.492,0
Evstratii V.,Mokryak I.,0.4541,0
Kodola V.,Potapov M.,0.4944,0
Hot S.,Mikhailovskiy Y.,0.3596,0
Cicmis D.,Remen M.,0.5,0
Levyn S.,Rehotun D.,0.6176,1
Lobanov A.,Yakimenko S.,0.4922,1
Sokur M.,Skorobahatyi Y.,0.4544,0
Zhurba A.,Tur A.,0.5459,1
Zeman L.,Sochor A.,0.4523,1
Gogora M.,Valuch Jr. R.,0.4551,0
Loboda M.,Mykhailovsky K.,0.3804,1
Isakov V.,Lazuryk D.,0.52,0
Moshovkyi V.,Shyshkin M.,0.4811,1
Kovpak E.,Volynets O.,0.5749,1
Zhurba A.,Datsenko A.,0.6308,1
Mukhin V.,Ponomarenko O.,0.3921,1
Adam L.,Zeman L.,0.4541,0
Remen M.,Martinka S.,0.4551,0
Shpak A.,Syniavskyi I.,0.6504,1
Timpu S.,Evstratii V.,0.4989,1
Kolesnik Y.,Hnoievoi R.,0.4155,0
Moriak A.,Kovalchuk O.,0.532,0
Skorobahatyi Y.,Nadporozhskyi O.,0.5515,1
Tur A.,Skrypnyk O.,0.5417,1
Yakimenko S.,Solomko S.,0.5063,0
Chalupa J.,Sochor A.,0.5098,1
Cicmis D.,Valuch Jr. R.,0.4109,0
Kodola V.,Loboda M.,0.4398,0
Baghici I.,Vedernicov A.,0.5011,1
Hot S.,Moshovkyi V.,0.425,0
Levyn S.,Isakov V.,0.6043,0
Sokur M.,Strutynskyi O.,0.4669,0
Zhurba A.,Skrypnyk O.,0.6618,1
Lobanov A.,Stukalov V.,0.3929,1
Gogora M.,Remen M.,0.4781,0
Shpak A.,Potapov M.,0.5712,0
Sochor A.,Adam L.,0.5417,1
Hnoievoi R.,Rehotun D.,0.6833,0
Moriak A.,Mikhailovskiy Y.,0.3836,0
Kovpak E.,Skorobahatyi Y.,0.4248,0
Tur A.,Datsenko A.,0.5834,1
Mukhin V.,Yakimenko S.,0.5487,0
Chalupa J.,Zeman L.,0.5089,1
Mykhailovsky K.,Syniavskyi I.,0.6813,1
Timpu S.,Baghici I.,0.4325,1
Valuch Jr. R.,Martinka S.,0.497,0
Kolesnik Y.,Lazuryk D.,0.4915,0
Shyshkin M.,Kovalchuk O.,0.471,0
Sokur M.,Volynets O.,0.5603,0
Baday M.,Chuhai S.,0.6421,1
Klymenko K.,Kovshun Y.,0.5396,0
Lobanov A.,Ponomarenko O.,0.4878,1
Barsa T.,Sabuka D.,0.5779,1
Gogora M.,Cicmis D.,0.5,1
Kodola V.,Shpak A.,0.3853,0
Hot S.,Moriak A.,0.4396,0
Levyn S.,Hnoievoi R.,0.4666,0
Nadporozhskyi O.,Strutynskyi O.,0.4607,0
Osadchiy O.,Semenets S.,0.4336,0
Solomko S.,Stukalov V.,0.3985,1
Tveritinov R.,Prilepa D.,0.5133,1
Burdelnyi S.,Kondratenko V.,0.4621,0
Loboda M.,Syniavskyi I.,0.6547,1
Lukes T.,Stacho L.,0.3848,1
Martinka S.,Valuch Jr. R.,0.5486,0
Vedernicov A.,Mokryak I.,0.4552,0
Kolesnik Y.,Isakov V.,0.4689,1
Moshovkyi V.,Kovalchuk O.,0.4978,0
Kovpak E.,Sokur M.,0.5599,0
Sedin V.,Fedoryshyn I.,0.5495,0
Kucheryavyi V.,Melnykov V.,0.5,0
Mukhin V.,Lobanov A.,0.4107,0
Barsa T.,Stacho L.,0.5457,1
Potapov M.,Mykhailovsky K.,0.4377,1
Remen M.,Gogora M.,0.5429,0
Mikhailovskiy Y.,Shyshkin M.,0.6637,1
Rehotun D.,Lazuryk D.,0.4321,0
Baday M.,Prilepa D.,0.6885,1
Mytsyk A.,Dekhtiarenko A.,0.5,0
Klymenko K.,Semenets S.,0.4083,0
Populovskyi E.,Vasylyshyn I.,0.5,1
Lukes T.,Sabuka D.,0.5111,1
Baghici I.,Mokryak I.,0.4551,0
Yurchenko K.,Verbianyi V.,0.6196,1
Bindas O.,Pesternikov D.,0.5,1
Levyn S.,Kolesnik Y.,0.5353,1
Fedoryshyn I.,Chuhai S.,0.5001,1
Volynets O.,Nadporozhskyi O.,0.4498,0
Melnykov V.,Kovshun Y.,0.5189,0
Ponomarenko O.,Solomko S.,0.5109,1
Burdelnyi S.,Dekhtiarenko A.,0.4184,1
Barsa T.,Lukes T.,0.6033,1
Danyliuk N.,Lyevshyn V.,0.5341,0
Evstratii V.,Vedernicov A.,0.4551,0
Hnoievoi R.,Lazuryk D.,0.5622,0
Kushnir V.,Kistechko M.,0.5619,0
Tveritinov R.,Sedin V.,0.5396,1
Grinenko K.,Husiev V.,0.4915,1
Osadchiy O.,Kucheryavyi V.,0.5031,0
Vasylyshyn I.,Kondratenko V.,0.4558,1
Stacho L.,Sabuka D.,0.5727,1
Pashkevich R.,Kovik I.,0.5851,1
Pavlyuk O.,Verbianyi V.,0.4577,0
Isakov V.,Rehotun D.,0.541,0
Kravets Y.,Pesternikov D.,0.523,0
Baday M.,Fedoryshyn I.,0.664,0
Klymenko K.,Melnykov V.,0.4761,0
Scherbak A.,Skoryk O.,0.4459,0
Mytsyk A.,Populovskyi E.,0.4541,0
Crainiucov G.,Uzun N.,0.3746,0
Lukes T.,Barsa T.,0.3623,1
Yurchenko K.,Danyliuk N.,0.6219,1
Bindas O.,Kushnir V.,0.5487,1
Peretiatko A.,Samofal Y.,0.4123,0
Sedin V.,Prilepa D.,0.5116,1
Bielokon Y.,Melashenko O.,0.4825,0
Kucheryavyi V.,Semenets S.,0.3961,0
Burdelnyi S.,Vasylyshyn I.,0.4655,0
Mischenko S.,Paniivan H.,0.523,1
Pavlyuk O.,Lyevshyn V.,0.3906,1
Sabuka D.,Stacho L.,0.3893,0
Kravets Y.,Kistechko M.,0.5122,0
Pereyaslavsky D.,Homylko A.,0.4719,0
Tveritinov R.,Chuhai S.,0.5824,0
Grinenko K.,Skoryk O.,0.4488,0
Osadchiy O.,Kovshun Y.,0.4293,0
Populovskyi E.,Dekhtiarenko A.,0.5475,0
Kocvara M.,Adam L.,0.5868,1
Danyliuk N.,Verbianyi V.,0.4941,0
Pashkevich R.,Uzun N.,0.5018,0
Kushnir V.,Pesternikov D.,0.4524,0
Sokoltsov Y.,Kostiuk B.,0.5685,1
Baday M.,Sedin V.,0.6569,1
Klymenko K.,Kucheryavyi V.,0.4714,0
Melashenko O.,Husiev V.,0.5065,0
Mytsyk A.,Kondratenko V.,0.4599,1
Chalupa J.,Zeman L.,0.5539,1
Paniivan H.,Kovik I.,0.5202,1
Yurchenko K.,Lyevshyn V.,0.6501,0
Bindas O.,Kistechko M.,0.5563,1
Peretiatko A.,Homylko A.,0.3759,0
Tveritinov R.,Fedoryshyn I.,0.4796,0
Osadchiy O.,Melnykov V.,0.4168,0
Scherbak A.,Bielokon Y.,0.5497,0
Burdelnyi S.,Populovskyi E.,0.4278,0
Kocvara M.,Zeman L.,0.5408,1
Crainiucov G.,Mischenko S.,0.3754,1
Pavlyuk O.,Danyliuk N.,0.4722,0
Kostiuk B.,Samofal Y.,0.3884,0
Kravets Y.,Kushnir V.,0.5198,0
Prilepa D.,Chuhai S.,0.4404,1
Semenets S.,Kovshun Y.,0.5755,1
Grinenko K.,Melashenko O.,0.5345,0
Chalupa J.,Adam L.,0.6726,1
Mytsyk A.,Vasylyshyn I.,0.4576,0
Lyevshyn V.,Verbianyi V.,0.5057,0
Pashkevich R.,Paniivan H.,0.5585,0
Kistechko M.,Pesternikov D.,0.4451,1
Pereyaslavsky D.,Sokoltsov Y.,0.4338,0
Baday M.,Tveritinov R.,0.6615,0
Bielokon Y.,Skoryk O.,0.363,0
Klymenko K.,Osadchiy O.,0.5137,1
Dekhtiarenko A.,Kondratenko V.,0.5499,0
Kocvara M.,Chalupa J.,0.4519,1
Mischenko S.,Uzun N.,0.4137,1
Pavlyuk O.,Yurchenko K.,0.3086,1
Kravets Y.,Bindas O.,0.3674,0
Peretiatko A.,Kostiuk B.,0.4875,0
Sedin V.,Chuhai S.,0.5067,1
Scherbak A.,Husiev V.,0.446,1
Burdelnyi S.,Mytsyk A.,0.4665,0
Kucheryavyi V.,Kovshun Y.,0.4754,0
Zeman L.,Adam L.,0.5781,1
Crainiucov G.,Kovik I.,0.5107,1
Pesternikov D.,Kushnir V.,0.5398,1
Sokoltsov Y.,Homylko A.,0.4977,1
Fedoryshyn I.,Prilepa D.,0.6045,0
Grinenko K.,Bielokon Y.,0.5399,0
Lyevshyn V.,Yurchenko K.,0.4145,1
Melnykov V.,Semenets S.,0.3983,1
Populovskyi E.,Kondratenko V.,0.5416,0
Pashkevich R.,Mischenko S.,0.49,0
Kistechko M.,Bindas O.,0.4121,1
Pereyaslavsky D.,Samofal Y.,0.3924,1
Chalupa J.,Kocvara M.,0.4978,1
Verbianyi V.,Pavlyuk O.,0.5914,0
Scherbak A.,Melashenko O.,0.4868,0
Vasylyshyn I.,Dekhtiarenko A.,0.5483,1
Crainiucov G.,Paniivan H.,0.4434,0
Peretiatko A.,Sokoltsov Y.,0.3061,0
Adam L.,Zeman L.,0.3845,1
Skoryk O.,Husiev V.,0.6265,0
Bouska M.,Rejent S.,0.7014,1
Uzun N.,Kovik I.,0.6576,1
Pereyaslavsky D.,Kostiuk B.,0.5454,0
Grinenko K.,Scherbak A.,0.496,1
Brandtl A.,Krames J.,0.5003,1
Pashkevich R.,Crainiucov G.,0.5618,1
Homylko A.,Samofal Y.,0.5044,0
Bielokon Y.,Husiev V.,0.4514,1
Bouska M.,Krames J.,0.6224,1
Mischenko S.,Kovik I.,0.6622,1
Peretiatko A.,Pereyaslavsky D.,0.4091,1
Melashenko O.,Skoryk O.,0.4323,1
Brandtl A.,Rejent S.,0.6569,1
Paniivan H.,Uzun N.,0.4542,0
Sokoltsov Y.,Samofal Y.,0.5391,1
Huchok A.,Sheremeta V.,0.362,1
Bouska M.,Brandtl A.,0.5795,1
Kostiuk B.,Homylko A.,0.4453,1
Okopnyi V.,Hovorunets O.,0.3975,0
Krames J.,Rejent S.,0.6125,0
Slozka V.,Tsolik P.,0.5,0
Kim D.,Hainiuk V.,0.5,1
Brandtl A.,Bouska M.,0.3833,0
Kyilo V.,Marchuk M.,0.5453,1
Huchok A.,Hovorunets O.,0.3743,0
Kuprykov S.,Kovalchuk K.,0.5,1
Rejent S.,Krames J.,0.4422,0
Hryshchenko O.,Diachenko M.,0.505,1
Tsolik P.,Sheremeta V.,0.4873,1
Reva Y.,Onykyienko V.,0.5,1
Kulishov H.,Chernyshov D.,0.5813,0
Okopnyi V.,Slozka V.,0.4638,0
Kim D.,Kovalchuk K.,0.5459,0
Kyilo V.,Diachenko M.,0.564,0
Huchok A.,Tsolik P.,0.3907,0
Onykyienko V.,Hainiuk V.,0.5,0
Chernyshov D.,Marchuk M.,0.4812,1
Slozka V.,Hovorunets O.,0.4012,0
Kuprykov S.,Reva Y.,0.5,1
Hryshchenko O.,Kulishov H.,0.5634,1
Okopnyi V.,Sheremeta V.,0.4082,0
Kim D.,Onykyienko V.,0.5438,0
Kyilo V.,Chernyshov D.,0.5559,1
Huchok A.,Slozka V.,0.4381,0
Reva Y.,Kovalchuk K.,0.4979,1
Kulishov H.,Diachenko M.,0.441,1
Okopnyi V.,Tsolik P.,0.3416,1
Kuprykov S.,Hainiuk V.,0.5459,0
Hryshchenko O.,Marchuk M.,0.6154,1
Hovorunets O.,Sheremeta V.,0.5852,1
Kim D.,Reva Y.,0.4499,1
Kyilo V.,Kulishov H.,0.566,0
Huchok A.,Okopnyi V.,0.4666,0
Kuprykov S.,Onykyienko V.,0.5418,1
Hryshchenko O.,Chernyshov D.,0.624,0
Slozka V.,Sheremeta V.,0.4882,1
Kovalchuk K.,Hainiuk V.,0.454,0
Diachenko M.,Marchuk M.,0.5644,1
Tsolik P.,Hovorunets O.,0.3996,0
Kim D.,Kuprykov S.,0.4563,0
Kyilo V.,Hryshchenko O.,0.4731,1
Reva Y.,Hainiuk V.,0.4519,0
Kulishov H.,Marchuk M.,0.6017,0
Datsenko A.,Tur A.,0.3799,0
Onykyienko V.,Kovalchuk K.,0.4998,0
Hlaholev M.,Nazar B.,0.5,1
Chernyshov D.,Diachenko M.,0.4702,1
Pesternikov D.,Verbianyi V.,0.476,1
Skrypnyk O.,Zhurba A.,0.3109,1
Pyrtyk B.,Maslovskyi A.,0.5,1
Kistechko M.,Kushnir V.,0.5834,0
Datsenko A.,Zhurba A.,0.32,0
Populovskyi E.,Kondratenko V.,0.4919,1
Melnik O.,Hovorunets S.,0.5,1
Oanza M.,Todiras I.,0.5,0
Kravets Y.,Verbianyi V.,0.3956,1
Skrypnyk O.,Tur A.,0.397,0
Vasylyshyn I.,Mytsyk A.,0.5832,0
Bandik M.,Papirnik O.,0.5191,1
Hlaholev M.,Maslovskyi A.,0.5459,0
Kalev L.,Pleskach V.,0.5269,1
Khurtak E.,Butko V.,0.5,1
Pesternikov D.,Kistechko M.,0.5489,1
Datsenko A.,Skrypnyk O.,0.4507,0
Dovzhenko S.,Dekhtiarenko A.,0.6287,0
Fafek J.,Malecek O.,0.5377,1
Hovorunets S.,Nazar B.,0.5,1
Machan R.,Pupik M.,0.5,1
Melnic F.,Stanciu D.,0.3984,0
Buianover H.,Bohach S.,0.5,1
Kravets Y.,Kushnir V.,0.4772,1
Zhurba A.,Tur A.,0.5274,1
Populovskyi E.,Mytsyk A.,0.5287,0
Kanka T.,Taranko M.,0.5,1
